DispNum,CCodeA,CCodeB,StDay,StMon,StYear,EndDay,EndMon,EndYear,HiactA,HiactB,HostlevA,HostlevB,SideAA,SideAB,RevstatA,Revtyp1A,Revtyp2A,RevstatB,Revtyp1B,Revtyp2B,OrigA,OrigB,FatalA,FatalB,FatalPrA,FatalPrB,RoleA,RoleB,Reciproc,SideADyA,SideADyB,Version
4092,640,350,28,12,1995,9,7,1996,17,17,4,4,1,0,1,1,2,0,1,2,1,1,1,0,-9,0,1,3,1,1,0,3.02
4323,640,350,17,3,1997,3,4,1997,12,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4133,640,350,12,3,1999,6,5,1999,12,7,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4210,640,350,9,2,2000,21,10,2000,12,12,3,3,1,0,1,1,2,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
4038,640,352,22,1,1993,11,4,1993,16,16,4,4,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,3,1,1,0,3.02
4094,640,352,6,10,1994,14,11,1995,12,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4095,640,352,3,6,1996,20,7,2001,16,16,4,4,1,0,1,1,2,0,1,2,1,1,1,1,2,1,1,3,1,1,0,3.02
3564,640,365,7,9,1993,7,9,1993,16,0,4,1,0,1,1,2,0,0,0,0,0,0,0,1,0,-9,4,2,0,1,0,3.02
4173,640,365,13,7,1996,13,7,1996,16,0,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4221,640,365,18,6,2000,13,9,2000,17,17,4,4,1,0,1,4,0,0,4,0,1,1,0,1,0,1,1,3,1,1,0,3.02
3564,640,371,-9,4,1993,4,9,1993,12,1,3,2,0,1,1,2,0,0,2,0,0,1,0,6,0,-9,4,1,1,1,0,3.02
4221,640,371,11,9,2000,11,9,2000,12,0,3,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,3.02
4191,640,630,26,6,1996,26,6,1996,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4289,640,630,18,7,1999,18,7,1999,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4290,640,630,24,8,2001,25,8,2001,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4158,640,645,20,3,1995,10,7,1995,14,0,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4206,640,645,5,9,1996,17,2,1999,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4208,640,645,29,9,1999,29,9,1999,14,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4324,640,645,25,7,2000,-9,1,2001,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4325,640,645,25,8,2001,26,8,2001,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4291,640,652,1,10,1998,-9,10,1998,7,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4283,640,700,7,10,2001,-9,10,2001,16,0,4,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
4273,645,640,15,2,1999,16,2,1999,1,0,2,1,0,1,1,2,0,0,0,0,1,0,-9,0,-9,0,3,2,0,1,0,3.02
3552,645,670,1,7,1993,4,7,1993,16,0,4,1,0,1,1,2,0,0,0,0,1,0,-9,0,-9,0,3,2,0,1,0,3.02
4273,645,670,4,9,2000,24,8,2001,17,17,4,4,0,1,1,2,0,0,2,0,1,0,-9,1,-9,1,3,2,1,1,0,3.02
3568,645,690,7,10,1992,2,1,1994,17,17,4,4,1,0,1,1,4,1,1,2,1,1,0,1,0,-9,1,3,1,1,0,3.02
4274,645,690,21,1,1999,21,1,1999,7,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4134,651,625,27,6,1995,17,7,1995,17,17,4,4,1,0,1,1,2,1,1,2,1,1,0,1,0,2,1,3,1,1,0,3.02
4288,651,625,-9,3,1996,-9,3,1996,16,0,4,1,1,0,1,1,0,0,0,0,1,1,0,-9,0,-9,1,3,0,1,0,3.02
4073,651,630,11,3,1993,11,3,1993,1,0,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4273,651,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4190,652,640,-9,6,1996,-9,6,1996,11,11,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4315,652,640,20,5,1997,-9,5,1997,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4273,663,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4273,666,645,17,12,1998,20,12,1998,10,0,3,1,1,0,1,2,0,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4182,666,652,12,7,1993,1,7,2001,17,17,4,4,1,0,1,2,0,0,2,0,1,0,1,1,-9,-9,1,4,1,1,0,3.02
4182,666,660,6,4,1993,18,12,2001,17,17,4,4,1,0,1,2,0,0,2,0,1,1,1,2,-9,-9,1,3,1,1,0,3.02
4114,670,679,23,10,1994,27,1,1995,17,17,4,4,1,0,1,1,0,0,1,0,1,1,1,1,-9,-9,1,3,1,1,0,3.02
4203,670,679,-9,6,1997,19,7,1998,17,17,4,4,1,0,1,1,0,1,1,0,1,1,-9,-9,-9,-9,1,3,1,1,0,3.02
3552,690,645,2,8,1992,17,1,1993,17,17,4,4,1,0,1,2,0,1,1,2,0,1,2,-9,-9,-9,2,3,1,1,0,3.02
4269,690,645,2,8,1994,9,10,1995,11,11,3,3,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4272,690,645,-9,10,1996,25,9,1997,17,17,4,4,1,0,1,1,0,0,1,2,1,1,0,-9,0,-9,1,3,1,1,0,3.02
4271,690,645,4,9,1996,6,9,1996,8,0,3,1,1,0,1,2,0,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4273,690,645,4,11,1997,-9,3,2001,11,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4215,690,645,11,1,1999,14,1,1999,8,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4275,690,645,10,8,2000,10,8,2000,10,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4269,692,645,11,10,1994,19,10,1994,11,0,3,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4293,694,670,27,6,1995,28,6,1995,8,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4269,696,645,15,10,1994,20,10,1994,11,0,3,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4273,696,645,22,10,1999,22,10,1999,7,0,3,1,1,0,1,2,3,0,0,0,0,1,0,-9,0,-9,2,3,0,1,0,3.02
4269,698,645,12,10,1994,20,10,1994,11,0,3,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4160,700,630,8,8,1998,8,10,1998,17,17,4,4,1,0,1,2,4,0,3,4,1,1,-9,-9,-9,-9,1,3,1,1,0,3.02
4201,700,704,30,5,2000,6,6,2000,17,17,4,4,0,1,1,2,0,0,2,0,1,0,1,1,-9,2,3,2,1,1,0,3.02
4054,701,700,3,3,1993,7,8,1993,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,1,0,-9,1,3,0,1,0,3.02
4054,702,700,3,3,1993,21,2,1994,17,17,4,4,1,0,1,1,2,0,2,0,1,1,1,1,-9,-9,1,3,1,1,0,3.02
4176,702,700,25,5,1997,-9,5,1997,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4228,702,700,11,8,1998,-9,8,1998,11,0,3,1,1,0,1,1,3,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4283,702,700,7,10,2001,10,10,2001,8,0,3,1,1,0,1,2,0,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
4054,703,700,3,3,1993,7,10,1993,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,1,0,-9,1,3,0,1,0,3.02
4176,703,700,25,5,1997,-9,5,1997,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4054,704,700,3,3,1993,7,10,1993,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,1,0,-9,1,3,0,1,0,3.02
4176,704,700,25,5,1997,-9,5,1997,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4228,704,700,-9,8,1998,-9,8,1998,11,0,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4283,704,700,6,10,2001,12,10,2001,17,17,4,4,1,0,1,2,0,0,2,0,0,1,0,6,0,-9,2,3,1,1,0,3.02
4179,704,702,15,8,1999,3,10,1999,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4177,704,703,29,10,1999,-9,10,1999,14,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4086,705,355,23,1,1996,23,1,1996,15,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4054,705,700,3,3,1993,7,10,1993,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,1,0,-9,1,3,0,1,0,3.02
4065,710,2,23,8,1994,-9,10,1994,7,0,3,1,1,0,1,2,4,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4336,710,2,23,3,2001,23,3,2001,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4280,710,2,1,4,2001,5,4,2001,15,12,4,3,1,0,1,2,0,0,1,2,1,1,1,0,1,0,1,3,1,1,0,3.02
4278,710,305,17,4,2001,17,4,2001,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4052,710,365,9,6,1993,12,6,1993,15,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4104,710,365,-9,6,1994,-9,6,1994,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4178,710,712,13,10,1999,13,10,1999,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4023,710,713,-9,1,1993,-9,1,1993,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4035,710,713,-9,6,1994,14,11,1994,12,0,3,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4064,710,713,-9,7,1995,25,3,1996,11,11,3,3,1,0,1,1,2,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4088,710,713,10,2,1999,-9,4,2000,12,8,3,3,1,0,1,1,2,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
4281,710,713,27,3,2001,-9,8,2001,7,7,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4065,710,732,23,8,1994,23,8,1994,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4061,710,740,21,8,1995,21,8,1995,7,7,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4062,710,740,-9,7,1996,-9,7,1996,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4180,710,740,14,5,1999,15,7,1999,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4029,710,816,-9,8,1993,-9,8,1993,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4030,710,816,-9,5,1994,-9,8,1994,13,15,4,4,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4027,710,840,-9,1,1995,13,5,1995,15,15,4,4,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4279,710,840,-9,5,2001,-9,5,2001,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4020,713,710,10,1,1995,16,9,1995,16,0,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4025,713,740,8,1,1995,8,1,1995,12,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4331,713,816,16,4,1994,28,4,1994,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4060,713,816,25,3,1995,25,3,1995,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4024,713,840,16,4,1994,28,4,1994,7,0,3,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4022,731,2,5,11,1993,2,11,1994,8,11,3,3,1,0,1,2,0,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
4087,731,2,17,12,1994,-9,9,1998,16,11,4,3,1,0,1,1,0,0,1,2,1,0,2,1,-9,1,1,4,1,1,0,3.02
4218,731,2,23,3,2000,23,3,2000,1,0,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4018,731,710,-9,1,1993,-9,4,1993,17,17,4,4,1,0,1,2,0,1,2,0,1,1,-9,1,-9,2,1,3,1,1,0,3.02
4019,731,710,-9,4,1995,-9,4,1995,16,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4089,731,710,25,10,1997,25,10,1997,17,17,4,4,1,0,1,4,0,1,4,0,1,1,-9,-9,-9,-9,1,3,1,1,0,3.02
4022,731,732,-9,3,1994,23,4,1995,12,11,3,3,1,0,1,1,2,0,2,4,1,1,0,0,0,0,1,3,1,1,0,3.02
4087,731,732,10,10,1994,3,9,1999,17,17,4,4,1,0,1,1,2,0,1,2,1,1,2,0,-9,0,1,3,1,1,0,3.02
4218,731,732,23,3,2000,23,3,2000,1,0,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4282,731,732,2,6,2001,27,11,2001,17,17,4,4,1,0,1,1,4,0,1,4,1,1,0,0,0,0,1,3,1,1,0,3.02
4022,731,740,26,3,1994,17,6,1994,4,7,2,3,1,0,1,2,0,0,2,0,1,0,0,0,0,0,1,4,1,1,0,3.02
4226,731,740,-9,4,1997,-9,4,1997,7,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4087,731,740,31,8,1998,-9,12,1998,7,8,3,3,1,0,1,4,0,0,1,2,1,0,2,0,-9,0,1,4,1,1,0,3.02
4225,731,740,21,3,1999,24,3,1999,12,7,3,3,1,0,1,4,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4021,732,731,3,3,1993,13,3,1993,8,8,3,3,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4125,732,731,18,7,1999,18,7,1999,7,0,3,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,3.02
4126,732,740,15,2,1996,15,2,1996,7,7,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4026,740,713,4,9,1996,6,9,1996,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4322,740,731,13,8,1999,16,8,1999,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4266,740,731,22,12,2001,22,12,2001,17,17,4,4,1,0,0,0,0,1,1,0,1,1,0,1,0,-9,1,3,1,1,0,3.02
4127,740,732,15,2,1999,19,2,1999,15,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4223,750,770,18,7,1999,28,10,2000,17,17,4,4,1,0,1,1,3,1,1,4,1,1,2,2,-9,-9,1,3,1,1,0,3.02
4006,750,771,20,5,1996,22,5,1996,8,0,3,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4313,750,771,29,4,2001,30,4,2001,11,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4283,770,700,7,10,2001,9,10,2001,17,17,4,4,1,0,1,2,0,0,2,0,0,1,0,6,0,-9,2,3,1,1,0,3.02
4007,770,750,17,9,1993,17,7,1999,20,17,5,4,1,0,1,1,4,1,1,0,1,1,5,5,-9,-9,1,3,1,1,0,3.02
4277,770,750,13,7,2001,27,12,2001,17,17,4,4,1,0,1,1,4,1,1,2,1,1,-9,-9,-9,-9,1,3,1,1,0,3.02
4005,771,750,25,6,1995,25,6,1995,17,17,4,4,1,0,1,4,0,1,4,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4003,775,800,3,1,1996,8,1,1996,11,8,3,3,1,0,1,1,0,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
4138,775,800,12,1,1999,12,1,1999,17,17,4,4,1,0,1,1,0,1,1,0,1,1,1,0,3,0,1,3,1,1,0,3.02
4314,775,800,10,2,2001,29,4,2001,17,17,4,4,1,0,1,2,0,1,2,0,1,1,2,0,-9,0,1,3,1,1,0,3.02
4002,800,775,8,2,1995,1,3,1995,8,16,3,4,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4001,800,811,1,1,1994,23,9,1996,17,17,4,4,1,0,1,1,2,0,1,2,1,1,1,1,-9,-9,1,3,1,1,0,3.02
4135,800,811,15,8,1997,2,5,1998,17,17,4,4,1,0,1,2,4,0,2,0,1,1,1,1,-9,-9,1,3,1,1,0,3.02
4328,816,710,-9,9,1998,-9,9,1998,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4008,816,800,31,5,1995,31,5,1995,17,17,4,4,1,0,1,1,0,1,1,0,1,1,1,0,2,0,1,3,1,1,0,3.02
4004,816,811,24,1,1996,30,1,1996,14,11,4,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4330,816,840,30,10,1999,30,10,1999,16,0,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4028,840,710,-9,12,1996,23,9,1997,15,7,4,3,1,0,1,1,2,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4128,840,710,-9,8,1998,-9,2,2000,15,7,4,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4329,840,816,-9,8,1998,-9,8,1998,7,0,3,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4063,850,710,2,9,1996,-9,9,1996,7,7,3,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,3,1,1,0,3.02
4296,900,385,30,8,2001,30,8,2001,15,0,4,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4283,900,700,7,10,2001,15,11,2001,21,0,5,1,1,0,1,2,3,0,0,0,0,1,0,6,0,-9,2,3,0,1,0,3.02
4022,900,731,10,6,1994,17,6,1994,7,0,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,3.02
4264,900,850,12,9,1999,26,9,1999,8,0,3,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
4075,910,940,5,3,1993,-9,4,1993,17,17,4,4,1,0,1,1,2,1,1,2,1,1,-9,-9,-9,-9,1,3,1,1,0,3.02
4076,910,940,1,6,1996,29,11,1996,16,16,4,4,1,0,1,1,2,0,1,2,1,1,0,0,0,0,1,3,1,1,0,3.02
4265,920,850,28,7,2001,28,7,2001,17,17,4,4,1,0,1,2,0,1,2,0,1,1,0,1,0,1,1,3,1,1,0,3.02
4243,986,840,4,7,2000,4,7,2000,16,0,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,3.02
