"n_clust" "T"
7.11748825117488 0.01
5.51274872512749 0.02
5.57434256574343 0.03
5.91740825917408 0.04
6.39456054394561 0.05
6.55634436556344 0.06
6.41575842415758 0.07
6.52334766523348 0.08
6.44965503449655 0.09
6.55604439556044 0.1
6.27847215278472 0.11
6.68463153684632 0.12
6.59274072592741 0.13
6.38256174382562 0.14
6.46375362463754 0.15
6.44615538446155 0.16
6.43725627437256 0.17
6.39266073392661 0.18
6.31806819318068 0.19
6.38876112388761 0.2
