"n_clust" "T"
7.5974402559744 0.01
7.64063593640636 0.02
7.88971102889711 0.03
7.4034596540346 0.04
7.83931606839316 0.05
7.59504049595041 0.06
7.47695230476952 0.07
8.06289371062894 0.08
8.39216078392161 0.09
8.57274272572743 0.1
7.85931406859314 0.11
7.46305369463054 0.12
7.96880311968803 0.13
7.4984501549845 0.14
7.94810518948105 0.15
7.7045295470453 0.16
7.57844215578442 0.17
7.7035296470353 0.18
7.4039596040396 0.19
7.47035296470353 0.2
