"n_clust" "T"
4.16898310168983 0.01
4.91940805919408 0.02
5.16898310168983 0.03
5.17748225177482 0.04
5.59324067593241 0.05
5.67313268673133 0.06
5.995200479952 0.07
6.00519948005199 0.08
6.00699930006999 0.09
5.99900009999 0.1
6.01559844015598 0.11
6.02669733026697 0.12
6.00919908009199 0.13
6.01389861013899 0.14
6.003699630037 0.15
6.02499750024997 0.16
6.02629737026297 0.17
6.00679932006799 0.18
6.004299570043 0.19
6.01089891010899 0.2
