"adj_rand" "est" "T" "seed"
1 "MAP" 0.85 2026
1 "MAP" 0.9 2026
1 "MAP" 0.95 2026
1 "MAP" 1 2026
0.242424242424242 "MaxPEAR" 0.05 2026
0.242424242424242 "MaxPEAR" 0.1 2026
0.242424242424242 "MaxPEAR" 0.15 2026
0.242424242424242 "MaxPEAR" 0.2 2026
0.242424242424242 "MaxPEAR" 0.25 2026
0.242424242424242 "MaxPEAR" 0.3 2026
0.242424242424242 "MaxPEAR" 0.35 2026
0.242424242424242 "MaxPEAR" 0.4 2026
0.242424242424242 "MaxPEAR" 0.45 2026
0.242424242424242 "MaxPEAR" 0.5 2026
0.242424242424242 "MaxPEAR" 0.55 2026
0.242424242424242 "MaxPEAR" 0.6 2026
0.242424242424242 "MaxPEAR" 0.65 2026
0.242424242424242 "MaxPEAR" 0.7 2026
0.242424242424242 "MaxPEAR" 0.75 2026
0.242424242424242 "MaxPEAR" 0.8 2026
0.242424242424242 "MaxPEAR" 0.85 2026
0.242424242424242 "MaxPEAR" 0.9 2026
0.242424242424242 "MaxPEAR" 0.95 2026
0.242424242424242 "MaxPEAR" 1 2026
0.905660377358491 "MinBinder" 0.05 2026
0.731610337972167 "MinBinder" 0.1 2026
0.731610337972167 "MinBinder" 0.15 2026
0.905660377358491 "MinBinder" 0.2 2026
0.731610337972167 "MinBinder" 0.25 2026
0.731610337972167 "MinBinder" 0.3 2026
0.731610337972167 "MinBinder" 0.35 2026
0.731610337972167 "MinBinder" 0.4 2026
0.731610337972167 "MinBinder" 0.45 2026
0.731610337972167 "MinBinder" 0.5 2026
0.731610337972167 "MinBinder" 0.55 2026
0.731610337972167 "MinBinder" 0.6 2026
0.731610337972167 "MinBinder" 0.65 2026
0.731610337972167 "MinBinder" 0.7 2026
0.731610337972167 "MinBinder" 0.75 2026
0.731610337972167 "MinBinder" 0.8 2026
0.731610337972167 "MinBinder" 0.85 2026
0.731610337972167 "MinBinder" 0.9 2026
0.731610337972167 "MinBinder" 0.95 2026
0.731610337972167 "MinBinder" 1 2026
0.905660377358491 "Medv." 0.05 2026
0.731610337972167 "Medv." 0.1 2026
0.731610337972167 "Medv." 0.15 2026
1 "Medv." 0.2 2026
1 "Medv." 0.25 2026
1 "Medv." 0.3 2026
1 "Medv." 0.35 2026
1 "Medv." 0.4 2026
1 "Medv." 0.45 2026
1 "Medv." 0.5 2026
1 "Medv." 0.55 2026
1 "Medv." 0.6 2026
1 "Medv." 0.65 2026
1 "Medv." 0.7 2026
1 "Medv." 0.75 2026
1 "Medv." 0.8 2026
1 "Medv." 0.85 2026
1 "Medv." 0.9 2026
1 "Medv." 0.95 2026
1 "Medv." 1 2026
